Docket Number,Country,Sub Case,Status,Other Reference No.,Application No,Filing Date,No,Due Date,Amount,CPI Payment Date
10ATO0006,IT,,Granted,10ATO0006-IT-EPT,11774146.2,10/11/2011,16,10/11/2026,827,
10ATO0006,KR,,Granted,10ATO0006-KR-PCT,2013-7013784,5/29/2013,9,4/14/2025,538,3/16/2025
10ATO0006,KR,,Granted,10ATO0006-KR-PCT,2013-7013784,5/29/2013,10,4/14/2026,866,
10ATO0006,US,,Granted,10ATO0006-US-CNT,13/716607,12/17/2012,12,1/2/2025,7707,1/2/2025
10CHEM0002,CN,,Granted,10CHEM0002-CN-PCT,201280050310.3,4/11/2014,13,10/8/2024,856,9/16/2024
10CHEM0002,CN,,Granted,10CHEM0002-CN-PCT,201280050310.3,4/11/2014,14,10/8/2025,858,
10CHEM0002,CN,,Granted,10CHEM0002-CN-PCT,201280050310.3,4/11/2014,15,10/8/2026,858,
10CHEM0002,DE,,Granted,10CHEM0002-DE-EPT,12772727.9,10/8/2012,13,10/8/2024,975,10/24/2024
10CHEM0002,DE,,Granted,10CHEM0002-DE-EPT,12772727.9,10/8/2012,14,10/8/2025,1232,
10CHEM0002,DE,,Granted,10CHEM0002-DE-EPT,12772727.9,10/8/2012,15,10/8/2026,1417,
10CHEM0002,IN,,Granted,10CHEM0002-IN-PCT,726/MUMNP/2014,4/17/2014,13,10/8/2024,396,9/27/2024
10CHEM0002,IN,,Granted,10CHEM0002-IN-PCT,726/MUMNP/2014,4/17/2014,14,10/8/2025,343,
10CHEM0002,IN,,Granted,10CHEM0002-IN-PCT,726/MUMNP/2014,4/17/2014,15,10/8/2026,343,
10EXT0014,US,,Granted,10EXT0014-US-NP,12/113839,5/1/2008,8,10/24/2025,4047,
10EXT0022,US,B,Abandoned,10EXT0022-US-NP,12/123274,5/19/2008,8,4/17/2025,4047,
10EXT0024,US,,Abandoned,10EXT0024-US-DIV,12/639569,12/16/2009,12,7/14/2025,8287,
10EXT0029,JP,,Expired,10EXT0029-JP-PCT,2007-502917,3/8/2005,13,7/20/2024,765,6/29/2024
10EXT0029,JP,,Expired,10EXT0029-JP-PCT,2007-502917,3/8/2005,14,7/20/2025,779,
10EXT0029,JP,,Expired,10EXT0029-JP-PCT,2007-502917,3/8/2005,15,7/20/2026,805,
10EXT0029,KR,,Expired,10EXT0029-KR-PCT,2006-7020917,3/8/2005,13,3/15/2025,672,2/16/2025
10EXT0029,KR,,Expired,10EXT0029-KR-PCT,2006-7020917,3/8/2005,14,3/15/2026,640,
10EXT0031,DE,,Abandoned,10EXT0031-DE-EPT,08747012.6,4/28/2008,18,4/28/2025,1914,
10EXT0031,DE,,Abandoned,10EXT0031-DE-EPT,08747012.6,4/28/2008,19,4/28/2026,2108,
10EXT0031,FR,,Abandoned,10EXT0031-FR-EPT,08747012.6,4/28/2008,18,4/28/2025,749,
10EXT0031,FR,,Abandoned,10EXT0031-FR-EPT,08747012.6,4/28/2008,19,4/28/2026,841,
10EXT0031,GB,,Abandoned,10EXT0031-GB-EPT,08747012.6,4/28/2008,18,4/28/2025,713,
10EXT0031,GB,,Abandoned,10EXT0031-GB-EPT,08747012.6,4/28/2008,19,4/28/2026,781,
10EXT0031,JP,,Granted,10EXT0031-JP-PCT,2010-506554,10/26/2009,12,3/20/2025,486,2/28/2025
10EXT0031,JP,,Granted,10EXT0031-JP-PCT,2010-506554,10/26/2009,13,3/20/2026,1446,
10EXT0033,CN,,Abandoned,10EXT0033-CN-PCT,200780042223.2,9/27/2007,18,9/27/2024,1144,8/29/2024
10EXT0033,CN,,Abandoned,10EXT0033-CN-PCT,200780042223.2,9/27/2007,19,9/27/2025,1127,
10EXT0034,JP,,Granted,10EXT0034-JP-PCT,2007-545596,12/9/2005,14,6/29/2025,779,5/29/2025
10EXT0034,JP,,Granted,10EXT0034-JP-PCT,2007-545596,12/9/2005,15,6/29/2026,845,
10EXT0034,KR,,Granted,10EXT0034-KR-PCT,2007-7015742,12/9/2005,13,1/14/2025,1169,12/16/2024
10EXT0034,KR,,Granted,10EXT0034-KR-PCT,2007-7015742,12/9/2005,14,1/14/2026,1184,
10EXT0036,CN,,Abandoned,10EXT0036-CN-PCT,200880019055.X,5/1/2008,18,5/1/2025,1127,
10EXT0036,CN,,Abandoned,10EXT0036-CN-PCT,200880019055.X,5/1/2008,19,5/1/2026,1127,
10EXT0036,DE,,Abandoned,10EXT0036-DE-EPT,08754982.0,5/1/2008,18,5/1/2025,1914,
10EXT0036,DE,,Abandoned,10EXT0036-DE-EPT,08754982.0,5/1/2008,19,5/1/2026,2108,
10EXT0036,FR,,Abandoned,10EXT0036-FR-EPT,08754982.0,5/1/2008,18,5/1/2025,749,
10EXT0036,FR,,Abandoned,10EXT0036-FR-EPT,08754982.0,5/1/2008,19,5/1/2026,841,
10EXT0036,GB,,Abandoned,10EXT0036-GB-EPT,08754982.0,5/1/2008,18,5/1/2025,713,
10EXT0036,GB,,Abandoned,10EXT0036-GB-EPT,08754982.0,5/1/2008,19,5/1/2026,781,
10EXT0036,JP,,Granted,10EXT0036-JP-PCT,2010-506640,5/1/2008,12,7/26/2024,1245,6/29/2024
10EXT0036,JP,,Granted,10EXT0036-JP-PCT,2010-506640,5/1/2008,13,7/26/2025,1394,
10EXT0036,JP,,Granted,10EXT0036-JP-PCT,2010-506640,5/1/2008,14,7/26/2026,1376,
10EXT0036,KR,,Granted,10EXT0036-KR-PCT,2009-7024774,5/1/2008,11,11/11/2024,779,10/16/2024
10EXT0036,KR,,Granted,10EXT0036-KR-PCT,2009-7024774,5/1/2008,12,11/11/2025,789,
10EXT0036,US,,Granted,10EXT0036-US-CNT,14/842164,9/1/2015,8,2/21/2026,4047,
10EXT0037,DE,,Abandoned,10EXT0037-DE-EPT,06773429.3,6/16/2006,20,6/16/2025,2339,
10EXT0037,FR,,Abandoned,10EXT0037-FR-EPT,06773429.3,6/16/2006,20,6/16/2025,926,
10EXT0037,GB,,Abandoned,10EXT0037-GB-EPT,06773429.3,6/16/2006,20,6/16/2025,841,
10EXT0037,JP,,Abandoned,10EXT0037-JP-PCT,2008-517181,3/11/2008,12,12/27/2024,843,11/29/2024
10EXT0037,JP,,Abandoned,10EXT0037-JP-PCT,2008-517181,3/11/2008,13,12/27/2025,854,
10EXT0037,KR,,Abandoned,10EXT0037-KR-PCT,2008-7001185,6/16/2006,12,10/16/2024,817,9/29/2024
10EXT0037,KR,,Abandoned,10EXT0037-KR-PCT,2008-7001185,6/16/2006,13,10/16/2025,891,
10EXT0040,DE,,Abandoned,10EXT0040-DE-EPT,06738623.5,3/17/2006,20,3/17/2025,2377,
10EXT0040,FR,,Abandoned,10EXT0040-FR-EPT,06738623.5,3/17/2006,20,3/17/2025,941,
10EXT0040,GB,,Abandoned,10EXT0040-GB-EPT,06738623.5,3/17/2006,20,3/17/2025,861,
10EXT0040,KR,,Abandoned,10EXT0040-KR-PCT,2007-7023455,3/17/2006,12,12/2/2024,932,11/16/2024
10EXT0040,KR,,Abandoned,10EXT0040-KR-PCT,2007-7023455,3/17/2006,13,12/2/2025,1004,
10EXT0040,US,,Abandoned,10EXT0040-US-CNT[2],15/066466,3/10/2016,8,7/16/2025,3767,
10EXT0041,CN,,Abandoned,10EXT0041-CN-PCT,200880018578.2,5/1/2008,18,5/1/2025,1127,
10EXT0041,CN,,Abandoned,10EXT0041-CN-PCT,200880018578.2,5/1/2008,19,5/1/2026,1127,
10EXT0041,DE,,Abandoned,10EXT0041-DE-EPT,08747291.6,5/1/2008,18,5/1/2025,1914,
10EXT0041,DE,,Abandoned,10EXT0041-DE-EPT,08747291.6,5/1/2008,19,5/1/2026,2108,
10EXT0041,FR,,Abandoned,10EXT0041-FR-EPT,08747291.6,5/1/2008,18,5/1/2025,749,
10EXT0041,FR,,Abandoned,10EXT0041-FR-EPT,08747291.6,5/1/2008,19,5/1/2026,841,
10EXT0041,GB,,Abandoned,10EXT0041-GB-EPT,08747291.6,5/1/2008,18,5/1/2025,713,
10EXT0041,GB,,Abandoned,10EXT0041-GB-EPT,08747291.6,5/1/2008,19,5/1/2026,781,
10EXT0041,JP,,Granted,10EXT0041-JP-PCT,2010-506629,5/1/2008,13,9/21/2024,1436,8/29/2024
10EXT0041,JP,,Granted,10EXT0041-JP-PCT,2010-506629,5/1/2008,14,9/21/2025,1609,
10EXT0041,JP,,Granted,10EXT0041-JP-PCT,2010-506629,5/1/2008,15,9/21/2026,1588,
10EXT0041,KR,,Granted,10EXT0041-KR-PCT,2009-7024667,5/1/2008,11,11/14/2024,779,10/16/2024
10EXT0041,KR,,Granted,10EXT0041-KR-PCT,2009-7024667,5/1/2008,12,11/14/2025,789,
10EXT0041,US,,Granted,10EXT0041-US-NP,12/113331,5/1/2008,12,7/29/2024,7707,7/29/2024
10EXT0043,CN,,Abandoned,10EXT0043-CN-PCT,200680031142.8,6/21/2006,20,6/21/2025,1155,
10EXT0043,DE,,Abandoned,10EXT0043-DE-EPT,06773635.5,6/21/2006,20,6/21/2025,2376,
10EXT0043,FR,,Abandoned,10EXT0043-FR-EPT,06773635.5,6/21/2006,20,6/21/2025,941,
10EXT0043,JP,,Abandoned,10EXT0043-JP-PCT,2008-523882,6/21/2006,12,6/20/2025,496,
10EXT0044,CN,,Abandoned,10EXT0044-CN-PCT,200780026719.0,5/17/2007,19,5/17/2025,1155,
10EXT0044,DE,,Abandoned,10EXT0044-DE-ETD,11173660.9,5/17/2007,19,5/17/2025,2154,
10EXT0044,DE,A,Abandoned,10EXT0044-DE-EPT,07762228.0,5/17/2007,19,5/17/2025,2154,
10EXT0044,FR,,Abandoned,10EXT0044-FR-ETD,11173660.9,5/17/2007,19,5/17/2025,859,
10EXT0044,FR,A,Abandoned,10EXT0044-FR-EPT,07762228.0,5/17/2007,19,5/17/2025,859,
10EXT0044,GB,,Abandoned,10EXT0044-GB-ETD,11173660.9,5/17/2007,19,5/17/2025,784,
10EXT0044,GB,A,Abandoned,10EXT0044-GB-EPT,07762228.0,5/17/2007,19,5/17/2025,784,
10EXT0044,JP,B,Abandoned,10EXT0044-JP-PCD,2012-123383,5/17/2007,12,2/21/2025,496,
10EXT0045,US,A,Granted,10EXT0045-US-NP,11/321567,12/29/2005,12,2/12/2026,8287,
10EXT0047,CN,,Abandoned,10EXT0047-CN-PCT,200780024758.7,5/17/2007,19,5/17/2025,1155,
10EXT0047,DE,,Abandoned,10EXT0047-DE-EPT,07797546.4,5/17/2007,19,5/17/2025,2154,
10EXT0047,FR,,Abandoned,10EXT0047-FR-EPT,07797546.4,5/17/2007,19,5/17/2025,859,
10EXT0047,JP,,Abandoned,10EXT0047-JP-PCT,2009-513371,5/17/2007,12,2/14/2025,496,
10EXT0050,CN,,Granted,10EXT0050-CN-PCT,200780050806.X,12/12/2007,18,12/12/2024,1132,11/16/2024
10EXT0050,CN,,Granted,10EXT0050-CN-PCT,200780050806.X,12/12/2007,19,12/12/2025,1134,
10EXT0053,CN,,Abandoned,10EXT0053-CN-PCT,200880019662.6,5/1/2008,18,5/1/2025,1127,
10EXT0053,CN,,Abandoned,10EXT0053-CN-PCT,200880019662.6,5/1/2008,19,5/1/2026,1127,
10EXT0053,DE,,Abandoned,10EXT0053-DE-EPT,08747373.2,5/1/2008,18,5/1/2025,1914,
10EXT0053,DE,,Abandoned,10EXT0053-DE-EPT,08747373.2,5/1/2008,19,5/1/2026,2108,
10EXT0053,FR,,Abandoned,10EXT0053-FR-EPT,08747373.2,5/1/2008,18,5/1/2025,749,
10EXT0053,FR,,Abandoned,10EXT0053-FR-EPT,08747373.2,5/1/2008,19,5/1/2026,841,
10EXT0053,GB,,Abandoned,10EXT0053-GB-EPT,08747373.2,5/1/2008,18,5/1/2025,713,
10EXT0053,GB,,Abandoned,10EXT0053-GB-EPT,08747373.2,5/1/2008,19,5/1/2026,781,
10EXT0053,JP,,Granted,10EXT0053-JP-PCT,2010-506641,5/1/2008,13,10/12/2024,973,9/16/2024
10EXT0053,JP,,Granted,10EXT0053-JP-PCT,2010-506641,5/1/2008,14,10/12/2025,1072,
10EXT0053,JP,,Granted,10EXT0053-JP-PCT,2010-506641,5/1/2008,15,10/12/2026,1057,
10EXT0053,KR,,Granted,10EXT0053-KR-PCT,2009-7024952,5/1/2008,12,6/10/2025,751,5/16/2025
10EXT0053,KR,,Granted,10EXT0053-KR-PCT,2009-7024952,5/1/2008,13,6/10/2026,874,
10EXT0055,DE,,Granted,10EXT0055-DE-EPT,06846807.3,12/26/2006,19,12/26/2024,2153,12/22/2024
10EXT0055,DE,,Granted,10EXT0055-DE-EPT,06846807.3,12/26/2006,20,12/26/2025,2540,
10EXT0055,FR,,Granted,10EXT0055-FR-EPT,06846807.3,12/26/2006,19,12/26/2024,859,12/24/2024
10EXT0055,FR,,Granted,10EXT0055-FR-EPT,06846807.3,12/26/2006,20,12/26/2025,1006,
10EXT0055,JP,,Granted,10EXT0055-JP-PCT,2008-548828,12/26/2006,13,11/2/2024,875,10/16/2024
10EXT0055,JP,,Granted,10EXT0055-JP-PCT,2008-548828,12/26/2006,14,11/2/2025,951,
10EXT0055,KR,,Granted,10EXT0055-KR-PCT,2008-7018554,12/26/2006,12,1/7/2025,703,12/16/2024
10EXT0055,KR,,Granted,10EXT0055-KR-PCT,2008-7018554,12/26/2006,13,1/7/2026,797,
10EXT0055,US,,Granted,10EXT0055-US-NP,11/616058,12/26/2006,8,4/24/2025,4047,4/24/2025
10EXT0056,CN,,Granted,10EXT0056-CN-PCD,201110362649.4,12/27/2006,19,12/27/2024,1132,11/29/2024
10EXT0056,CN,,Granted,10EXT0056-CN-PCD,201110362649.4,12/27/2006,20,12/27/2025,1134,
10EXT0056,DE,,Granted,10EXT0056-DE-EPT,06846812.3,12/27/2006,19,12/27/2024,2153,12/22/2024
10EXT0056,DE,,Granted,10EXT0056-DE-EPT,06846812.3,12/27/2006,20,12/27/2025,2540,
10EXT0056,FR,,Granted,10EXT0056-FR-EPT,06846812.3,12/27/2006,19,12/27/2024,859,12/24/2024
10EXT0056,FR,,Granted,10EXT0056-FR-EPT,06846812.3,12/27/2006,20,12/27/2025,1006,
10EXT0056,JP,,Granted,10EXT0056-JP-PCT,2008-548832,12/27/2006,13,3/22/2025,486,2/28/2025
10EXT0056,JP,,Granted,10EXT0056-JP-PCT,2008-548832,12/27/2006,14,3/22/2026,562,
10EXT0056,KR,,Granted,10EXT0056-KR-PCT,2008-7018544,12/27/2006,12,1/23/2025,665,12/29/2024
10EXT0056,KR,,Granted,10EXT0056-KR-PCT,2008-7018544,12/27/2006,13,1/23/2026,758,
10EXT0056,US,,Granted,10EXT0056-US-CNT,12/818537,6/18/2010,12,11/28/2024,7707,11/27/2024
10EXT0059,US,,Granted,10EXT0059-US-NP,12/111182,4/28/2008,12,10/28/2026,8287,
10EXT0060,DE,,Granted,10EXT0060-DE-EPT,08868452.7,12/29/2008,17,12/29/2024,1745,12/22/2024
10EXT0060,DE,,Granted,10EXT0060-DE-EPT,08868452.7,12/29/2008,18,12/29/2025,2091,
10EXT0060,FR,,Granted,10EXT0060-FR-EPT,08868452.7,12/29/2008,17,12/29/2024,684,12/24/2024
10EXT0060,FR,,Granted,10EXT0060-FR-EPT,08868452.7,12/29/2008,18,12/29/2025,819,
10EXT0060,GB,,Granted,10EXT0060-GB-EPT,08868452.7,12/29/2008,17,12/29/2024,658,12/26/2024
10EXT0060,GB,,Granted,10EXT0060-GB-EPT,08868452.7,12/29/2008,18,12/29/2025,778,
10EXT0060,JP,,Granted,10EXT0060-JP-PCT,2010-540917,6/2/2010,12,6/20/2025,844,5/29/2025
10EXT0060,JP,,Granted,10EXT0060-JP-PCT,2010-540917,6/2/2010,13,6/20/2026,916,
10EXT0060,KR,,Granted,10EXT0060-KR-PCD,2016-7013276,12/29/2008,7,12/24/2024,320,11/29/2024
10EXT0060,KR,,Granted,10EXT0060-KR-PCD,2016-7013276,12/29/2008,8,12/24/2025,323,
10EXT0065,CN,,Granted,10EXT0065-CN-PCT,200980144013.3,5/5/2011,16,11/5/2024,1132,10/16/2024
10EXT0065,CN,,Granted,10EXT0065-CN-PCT,200980144013.3,5/5/2011,17,11/5/2025,1134,
10EXT0065,DE,,Granted,10EXT0065-DE-EPT,09825410.5,11/5/2009,16,11/5/2024,1535,11/24/2024
10EXT0065,DE,,Granted,10EXT0065-DE-EPT,09825410.5,11/5/2009,17,11/5/2025,1867,
10EXT0065,FR,,Granted,10EXT0065-FR-EPT,09825410.5,11/5/2009,16,11/5/2024,614,11/24/2024
10EXT0065,FR,,Granted,10EXT0065-FR-EPT,09825410.5,11/5/2009,17,11/5/2025,731,
10EXT0065,GB,,Granted,10EXT0065-GB-EPT,09825410.5,11/5/2009,16,11/5/2024,589,11/26/2024
10EXT0065,GB,,Granted,10EXT0065-GB-EPT,09825410.5,11/5/2009,17,11/5/2025,704,
10EXT0065,JP,,Granted,10EXT0065-JP-PCT,2011-534921,4/28/2011,12,10/4/2024,713,9/16/2024
10EXT0065,JP,,Granted,10EXT0065-JP-PCT,2011-534921,4/28/2011,13,10/4/2025,785,
10EXT0065,JP,,Granted,10EXT0065-JP-PCT,2011-534921,4/28/2011,14,10/4/2026,774,
10EXT0065,US,B,Abandoned,10EXT0065-US-NP,12/613038,11/5/2009,12,8/11/2025,8287,
10LEX0007,CN,,Granted,10LEX0007-CN-PCT,201280032792.X,12/30/2013,14,6/21/2025,853,5/29/2025
10LEX0007,CN,,Granted,10LEX0007-CN-PCT,201280032792.X,12/30/2013,15,6/21/2026,858,
10LEX0007,DE,,Granted,10LEX0007-DE-EPD,13191754.4,6/29/2011,15,6/29/2025,1297,
10LEX0007,DE,,Granted,10LEX0007-DE-EPD,13191754.4,6/29/2011,16,6/29/2026,1642,
10LEX0007,DE,A,Granted,10LEX0007-DE-EPA,11382217.5,6/29/2011,15,6/29/2025,1297,
10LEX0007,DE,A,Granted,10LEX0007-DE-EPA,11382217.5,6/29/2011,16,6/29/2026,1642,
10LEX0007,KR,,Granted,10LEX0007-KR-PCT,2014-7002693,1/29/2014,8,1/9/2025,1222,12/16/2024
10LEX0007,KR,,Granted,10LEX0007-KR-PCT,2014-7002693,1/29/2014,9,1/9/2026,1237,
10PERF0003,GC,,Granted,10PERF0003-GC-NP,2013/23361,1/20/2013,13,3/1/2025,1753,2/16/2025
10PERF0003,GC,,Granted,10PERF0003-GC-NP,2013/23361,1/20/2013,14,3/1/2026,1806,
10PERF0003,US,,Granted,10PERF0003-US-NP,13/410242,3/1/2012,12,11/13/2025,8287,
10PERF0004,CN,,Granted,10PERF0004-CN-PCT,201180065772.8,7/23/2013,14,9/27/2024,867,8/29/2024
10PERF0004,CN,,Granted,10PERF0004-CN-PCT,201180065772.8,7/23/2013,15,9/27/2025,858,
10PERF0004,CN,,Granted,10PERF0004-CN-PCT,201180065772.8,7/23/2013,16,9/27/2026,1134,
10PERF0004,GC,,Granted,10PERF0004-GC-NP,GCC/P/2011/19807,11/21/2011,15,3/1/2025,1859,2/16/2025
10PERF0004,GC,,Granted,10PERF0004-GC-NP,GCC/P/2011/19807,11/21/2011,16,3/1/2026,1913,
10PERF0004,IN,,Granted,10PERF0004-IN-PCT,4615/DELNP/2013,5/24/2013,14,9/27/2024,399,9/13/2024
10PERF0004,IN,,Granted,10PERF0004-IN-PCT,4615/DELNP/2013,5/24/2013,15,9/27/2025,343,
10PERF0004,IN,,Granted,10PERF0004-IN-PCT,4615/DELNP/2013,5/24/2013,16,9/27/2026,545,
10PERF0004,IR,,Pending,10PERF0004-IR-NP,390090089,11/23/2011,14,11/23/2024,144,10/29/2024
10PERF0004,IR,,Pending,10PERF0004-IR-NP,390090089,11/23/2011,15,11/23/2025,142,
10PERF0004,KR,,Granted,10PERF0004-KR-PCT,10-2013-7015101,6/12/2013,8,1/10/2025,373,12/16/2024
10PERF0004,KR,,Granted,10PERF0004-KR-PCT,10-2013-7015101,6/12/2013,9,1/10/2026,377,
10PERF0005,BE,,Granted,10PERF0005-BE-EPA,11154663.6,2/16/2011,15,2/16/2025,428,2/26/2025
10PERF0005,BE,,Granted,10PERF0005-BE-EPA,11154663.6,2/16/2011,16,2/16/2026,507,
10PERF0005,CN,,Granted,10PERF0005-CN-PCT,201280009383.8,8/16/2013,14,1/11/2025,878,12/16/2024
10PERF0005,CN,,Granted,10PERF0005-CN-PCT,201280009383.8,8/16/2013,15,1/11/2026,858,
10PERF0005,ES,,Granted,10PERF0005-ES-EPA,11154663.6,2/16/2011,15,2/16/2025,532,2/28/2025
10PERF0005,ES,,Granted,10PERF0005-ES-EPA,11154663.6,2/16/2011,16,2/16/2026,592,
10PERF0005,IN,,Granted,10PERF0005-IN-PCT,6246/DELNP/2013,7/12/2013,14,1/11/2025,390,12/27/2024
10PERF0005,IN,,Granted,10PERF0005-IN-PCT,6246/DELNP/2013,7/12/2013,15,1/11/2026,343,
10PERF0005,IR,,Granted,10PERF0005-IR-NP,13905014000302863,2/13/2012,14,2/13/2025,134,1/16/2025
10PERF0005,IR,,Granted,10PERF0005-IR-NP,13905014000302863,2/13/2012,15,2/13/2026,142,
10PERF0005,JP,,Granted,10PERF0005-JP-PCT,2013-553821,8/16/2013,10,12/11/2024,908,11/16/2024
10PERF0005,JP,,Granted,10PERF0005-JP-PCT,2013-553821,8/16/2013,11,12/11/2025,987,
10PERF0005,KR,,Granted,10PERF0005-KR-PCT,10-2013-7023544,9/5/2013,7,10/11/2024,665,9/16/2024
10PERF0005,KR,,Granted,10PERF0005-KR-PCT,10-2013-7023544,9/5/2013,8,10/11/2025,649,
10PERF0005,KR,,Granted,10PERF0005-KR-PCT,10-2013-7023544,9/5/2013,9,10/11/2026,673,
10PERF0005,MY,,Granted,10PERF0005-MY-PCT,PI2013003012,8/15/2013,9,6/15/2025,312,5/16/2025
10PERF0005,MY,,Granted,10PERF0005-MY-PCT,PI2013003012,8/15/2013,10,6/15/2026,307,
10PERF0005,US,,Granted,10PERF0005-US-PCT,13/985664,8/15/2013,4,7/5/2024,2007,7/5/2024
10PLAS0015,CN,,Granted,10PLAS0015-CN-PCT,201180061234.1,6/19/2013,14,12/19/2024,856,11/29/2024
10PLAS0015,CN,,Granted,10PLAS0015-CN-PCT,201180061234.1,6/19/2013,15,12/19/2025,858,
10PLAS0015,DE,,Granted,10PLAS0015-DE-EPT,11809016.6,12/19/2011,14,12/19/2024,1150,12/22/2024
10PLAS0015,DE,,Granted,10PLAS0015-DE-EPT,11809016.6,12/19/2011,15,12/19/2025,1417,
10PLAS0015,FR,,Granted,10PLAS0015-FR-EPT,11809016.6,12/19/2011,14,12/19/2024,474,12/24/2024
10PLAS0015,FR,,Granted,10PLAS0015-FR-EPT,11809016.6,12/19/2011,15,12/19/2025,581,
10PLAS0015,GB,,Granted,10PLAS0015-GB-EPT,11809016.6,12/19/2011,14,12/19/2024,423,12/26/2024
10PLAS0015,GB,,Granted,10PLAS0015-GB-EPT,11809016.6,12/19/2011,15,12/19/2025,541,
10PLAS0015,IT,,Granted,10PLAS0015-IT-EPT,11809016.6,12/19/2011,14,12/19/2024,716,12/16/2024
10PLAS0015,IT,,Granted,10PLAS0015-IT-EPT,11809016.6,12/19/2011,15,12/19/2025,827,
10PLAS0015,KR,,Granted,10PLAS0015-KR-PCD,2014-7014217,12/19/2011,8,10/19/2024,452,9/29/2024
10PLAS0015,KR,,Granted,10PLAS0015-KR-PCD,2014-7014217,12/19/2011,9,10/19/2025,442,
10PLAS0015,KR,,Granted,10PLAS0015-KR-PCD,2014-7014217,12/19/2011,10,10/19/2026,711,
10PLAS0016,CN,,Abandoned,10PLAS0016-CN-PCT,201180060882.5,6/17/2013,14,12/9/2024,856,11/16/2024
10PLAS0016,CN,,Abandoned,10PLAS0016-CN-PCT,201180060882.5,6/17/2013,15,12/9/2025,878,
10PLAS0016,DE,,Granted,10PLAS0016-DE-EPT,11804845.3,12/9/2011,14,12/9/2024,1150,12/22/2024
10PLAS0016,DE,,Granted,10PLAS0016-DE-EPT,11804845.3,12/9/2011,15,12/9/2025,1417,
10PLAS0016,FR,,Granted,10PLAS0016-FR-EPT,11804845.3,12/9/2011,14,12/9/2024,474,12/24/2024
10PLAS0016,FR,,Granted,10PLAS0016-FR-EPT,11804845.3,12/9/2011,15,12/9/2025,581,
10PLAS0016,GB,,Granted,10PLAS0016-GB-EPT,11804845.3,12/9/2011,14,12/9/2024,423,12/26/2024
10PLAS0016,GB,,Granted,10PLAS0016-GB-EPT,11804845.3,12/9/2011,15,12/9/2025,541,
10PLAS0016,KR,,Abandoned,10PLAS0016-KR-PCT,2013-7013291,5/24/2013,10,5/23/2025,770,
10PLAS0016,US,,Abandoned,10PLAS0016-US-NP,12/970989,12/17/2010,12,11/28/2024,7707,11/27/2024
10PLAS0025,US,,Granted,10PLAS0025-US-NP,13/305853,11/29/2011,12,4/7/2026,8287,
10PLAS0031,CN,,Granted,10PLAS0031-CN-PCT,201180070081.7,10/12/2013,15,4/14/2025,853,3/16/2025
10PLAS0031,CN,,Granted,10PLAS0031-CN-PCT,201180070081.7,10/12/2013,16,4/14/2026,1134,
10PLAS0031,DE,,Granted,10PLAS0031-DE-EPT,11718185.9,4/14/2011,15,4/14/2025,1297,4/24/2025
10PLAS0031,DE,,Granted,10PLAS0031-DE-EPT,11718185.9,4/14/2011,16,4/14/2026,1642,
10PLAS0031,FR,,Granted,10PLAS0031-FR-EPT,11718185.9,4/14/2011,15,4/14/2025,533,4/24/2025
10PLAS0031,FR,,Granted,10PLAS0031-FR-EPT,11718185.9,4/14/2011,16,4/14/2026,656,
10PLAS0031,GB,,Granted,10PLAS0031-GB-EPT,11718185.9,4/14/2011,15,4/14/2025,496,4/26/2025
10PLAS0031,GB,,Granted,10PLAS0031-GB-EPT,11718185.9,4/14/2011,16,4/14/2026,630,
10PLAS0031,KR,,Granted,10PLAS0031-KR-PCT,2013-7027154,10/15/2013,8,6/21/2025,717,5/29/2025
10PLAS0031,KR,,Granted,10PLAS0031-KR-PCT,2013-7027154,10/15/2013,9,6/21/2026,753,
10PLAS0031,US,,Granted,10PLAS0031-US-NP,13/086987,4/14/2011,12,7/29/2024,7707,7/29/2024
10PLAS0050,CN,,Granted,10PLAS0050-CN-PCT,201380010025.3,8/19/2014,13,2/27/2025,878,1/29/2025
10PLAS0050,CN,,Granted,10PLAS0050-CN-PCT,201380010025.3,8/19/2014,14,2/27/2026,858,
10PLAS0050,JP,,Granted,10PLAS0050-JP-PCD,2018-002851,2/27/2013,7,2/8/2025,222,1/16/2025
10PLAS0050,JP,,Granted,10PLAS0050-JP-PCD,2018-002851,2/27/2013,8,2/8/2026,357,
10PLAS0050,JP,A,Granted,10PLAS0050-JP-PCT,2014-559950,8/28/2014,8,3/30/2025,222,2/28/2025
10PLAS0050,JP,A,Granted,10PLAS0050-JP-PCT,2014-559950,8/28/2014,9,3/30/2026,254,
10PLAS0050,KR,,Granted,10PLAS0050-KR-PCT,2014-7022701,8/13/2014,7,9/3/2024,691,8/16/2024
10PLAS0050,KR,,Granted,10PLAS0050-KR-PCT,2014-7022701,8/13/2014,8,9/3/2025,674,
10PLAS0050,KR,,Granted,10PLAS0050-KR-PCT,2014-7022701,8/13/2014,9,9/3/2026,700,
10PLAS0050,US,B,Abandoned,10PLAS0050-US-NP,13/681791,11/20/2012,8,7/9/2025,4047,
10PLAS0073,CN,,Granted,10PLAS0073-CN-PCT,201280017355.0,10/8/2013,14,3/30/2025,878,2/28/2025
10PLAS0073,CN,,Granted,10PLAS0073-CN-PCT,201280017355.0,10/8/2013,15,3/30/2026,858,
10PLAS0073,DE,,Granted,10PLAS0073-DE-EPT,12713558.0,3/30/2012,14,3/30/2025,1151,3/24/2025
10PLAS0073,DE,,Granted,10PLAS0073-DE-EPT,12713558.0,3/30/2012,15,3/30/2026,1417,
